model,pair_id,biokg,drkg,none,primekg
GPT-4.1-mini,79,1.0,0.8888888888888888,0.34953703703703703,1.0
GPT-4.1-mini,80,0.9166666666666666,0.8518518518518517,0.24027777777777778,1.0
GPT-4.1-mini,81,0.75,1.0,0.16964285714285712,1.0
GPT-4.1-mini,82,0.8333333333333334,0.8518518518518517,0.15575396825396823,1.0
GPT-4.1-mini,83,1.0,0.8541666666666666,0.32936507936507936,0.9166666666666666
GPT-4.1-mini,84,0.26944444444444443,0.7916666666666666,0.5263888888888889,1.0
GPT-4.1-mini,85,0.6875,0.5099206349206349,0.26851851851851855,0.548611111111111
GPT-4.1-mini,86,0.9166666666666666,0.5972222222222222,0.16190476190476186,0.8541666666666666
GPT-4.1-mini,87,0.6944444444444443,0.225,0.7268518518518517,0.3904761904761904
GPT-4.1-mini,88,0.38888888888888884,0.2972222222222222,0.1708333333333333,0.75
GPT-4.1-mini,89,0.2472222222222222,0.14583333333333334,0.13657407407407404,0.2333333333333333
GPT-4.1-mini,90,0.25555555555555554,0.9166666666666666,0.5925925925925926,1.0
GPT-4.1-mini,91,0.1488095238095238,0.12797619047619047,0.38055555555555554,1.0
GPT-4.1-mini,92,0.75,0.6203703703703703,0.2662037037037037,0.6388888888888888
GPT-4.1-mini,93,1.0,1.0,0.2923280423280423,1.0
GPT-4.1-mini,94,0.8571428571428571,0.7685185185185185,0.16825396825396824,0.8518518518518517
GPT-4.1-mini,95,0.17658730158730154,0.7777777777777778,0.46296296296296297,0.8333333333333334
GPT-4.1-mini,96,0.13988095238095233,1.0,0.18677248677248673,0.8518518518518517
GPT-4.1-mini,97,0.9166666666666666,0.20436507936507933,0.21388888888888888,0.4166666666666667
GPT-4.1-mini,98,0.5423280423280423,0.48214285714285715,0.2638888888888889,0.33888888888888885
GPT-4.1-mini,99,0.2807539682539682,0.14781746031746026,0.40972222222222215,0.14880952380952375
GPT-4.1-mini,100,1.0,1.0,0.5138888888888888,1.0
GPT-4.1-mini,101,0.16964285714285712,0.1326058201058201,0.30092592592592593,0.13789682539682538
GPT-4.1-mini,102,1.0,1.0,0.13888888888888887,1.0
GPT-4.1-mini,103,1.0,1.0,0.1451058201058201,0.8518518518518517
GPT-4.1-mini,104,0.5611111111111111,0.12566137566137567,0.3363095238095238,0.4305555555555555
GPT-4.1-mini,105,0.9166666666666666,0.7685185185185185,0.2437169312169312,0.8055555555555555
GPT-4.1-mini,106,1.0,0.3765873015873016,0.27546296296296297,0.5
GPT-4.1-mini,107,1.0,0.9166666666666666,0.3782407407407407,1.0
GPT-4.1-mini,108,0.14212962962962963,1.0,0.13558201058201055,0.1597222222222222
GPT-4.1-mini,109,0.1349206349206349,0.125,0.19279100529100526,1.0
GPT-4.1-mini,110,0.611111111111111,0.7777777777777777,0.3025132275132275,0.8333333333333334
GPT-4.1-mini,111,1.0,1.0,0.13723544973544968,1.0
GPT-4.1-mini,112,1.0,1.0,0.13029100529100526,1.0
GPT-4.1-mini,113,0.1349206349206349,0.13194444444444445,0.21845238095238093,0.12797619047619047
GPT-4.1-mini,114,0.125,1.0,0.19212962962962962,0.12797619047619047
GPT-4.1-mini,115,1.0,1.0,0.4490740740740741,1.0
GPT-4.1-mini,116,0.13095238095238093,0.125,0.31547619047619047,0.3125
Gemini-3.1-Flash-Lite,1,1.0,0.8333333333333334,0.4219576719576719,1.0
Gemini-3.1-Flash-Lite,2,0.7685185185185185,1.0,0.13558201058201055,0.9166666666666666
Gemini-3.1-Flash-Lite,3,0.6203703703703703,0.13095238095238093,0.28703703703703703,1.0
Gemini-3.1-Flash-Lite,4,1.0,1.0,0.15410052910052907,0.8518518518518517
Gemini-3.1-Flash-Lite,5,0.17559523809523805,0.13888888888888887,0.12824074074074074,1.0
Gemini-3.1-Flash-Lite,6,0.6851851851851851,1.0,0.27546296296296297,1.0
Gemini-3.1-Flash-Lite,7,1.0,1.0,0.4219576719576719,0.75
Gemini-3.1-Flash-Lite,8,1.0,1.0,0.27777777777777773,0.44166666666666665
Gemini-3.1-Flash-Lite,9,0.12334656084656083,0.13816137566137565,0.2662037037037037,0.13095238095238093
Gemini-3.1-Flash-Lite,10,0.8518518518518517,1.0,0.22685185185185183,0.8518518518518517
Gemini-3.1-Flash-Lite,11,0.20000000000000004,0.1349206349206349,0.13029100529100526,0.21686507936507934
Gemini-3.1-Flash-Lite,12,1.0,0.8888888888888888,0.31216931216931215,1.0
Gemini-3.1-Flash-Lite,13,1.0,1.0,0.13584656084656085,0.875
Gemini-3.1-Flash-Lite,14,0.9166666666666666,0.14682539682539678,0.12566137566137564,1.0
Gemini-3.1-Flash-Lite,15,0.47222222222222215,0.13194444444444445,0.14351851851851852,0.5416666666666666
Gemini-3.1-Flash-Lite,16,0.271494708994709,0.14444444444444443,0.1326058201058201,1.0
Gemini-3.1-Flash-Lite,17,0.4361111111111111,0.7685185185185185,0.36111111111111116,0.8518518518518517
Gemini-3.1-Flash-Lite,18,0.1448412698412698,1.0,0.14186507936507933,0.13789682539682538
Gemini-3.1-Flash-Lite,19,0.12037037037037036,0.125,0.13029100529100526,0.12797619047619047
Gemini-3.1-Flash-Lite,20,0.8518518518518517,0.8055555555555555,0.14417989417989416,1.0
Gemini-3.1-Flash-Lite,21,1.0,1.0,0.28697089947089943,1.0
Gemini-3.1-Flash-Lite,22,1.0,0.8518518518518517,0.1451058201058201,1.0
Gemini-3.1-Flash-Lite,23,0.1875,0.12797619047619047,0.12037037037037036,1.0
Gemini-3.1-Flash-Lite,24,0.5601851851851852,0.75,0.1724206349206349,1.0
Gemini-3.1-Flash-Lite,25,0.9166666666666666,0.5740740740740741,0.16825396825396824,1.0
Gemini-3.1-Flash-Lite,26,1.0,0.8333333333333334,0.4537037037037037,1.0
Gemini-3.1-Flash-Lite,27,0.13095238095238093,0.12797619047619047,0.12797619047619047,1.0
Gemini-3.1-Flash-Lite,28,0.5833333333333334,1.0,0.12797619047619044,1.0
Gemini-3.1-Flash-Lite,29,0.8518518518518517,1.0,0.13492063492063489,0.8518518518518517
Gemini-3.1-Flash-Lite,30,1.0,0.8518518518518517,0.125,1.0
Gemini-3.1-Flash-Lite,31,1.0,1.0,0.17585978835978833,1.0
Gemini-3.1-Flash-Lite,32,0.18287037037037038,0.125,0.30158730158730157,0.8518518518518517
Gemini-3.1-Flash-Lite,33,1.0,1.0,0.12797619047619044,1.0
Gemini-3.1-Flash-Lite,34,0.12797619047619047,0.12797619047619047,0.16898148148148148,0.13690476190476186
Gemini-3.1-Flash-Lite,35,0.8518518518518517,1.0,0.2698412698412698,1.0
Gemini-3.1-Flash-Lite,36,0.333994708994709,0.12797619047619047,0.13425925925925922,0.20185185185185187
Gemini-3.1-Flash-Lite,37,1.0,0.5333333333333333,0.17559523809523805,1.0
Gemini-3.1-Flash-Lite,38,0.13095238095238093,0.125,0.2708333333333333,0.12863756613756613
Gemini-3.1-Flash-Lite,39,0.4351851851851852,0.125,0.1511243386243386,0.24166666666666667
Gemini-3.1-Flash-Lite,40,0.8333333333333334,0.7222222222222222,0.7182539682539683,1.0
Gemini-3.1-Flash-Lite,41,0.8518518518518517,1.0,0.7182539682539683,1.0
Gemini-3.1-Flash-Lite,42,0.8055555555555555,1.0,0.3541666666666667,0.25277777777777777
Gemini-3.1-Flash-Lite,43,1.0,0.8888888888888888,0.41898148148148145,0.8055555555555555
Gemini-3.1-Flash-Lite,44,1.0,0.15277777777777776,0.1328703703703704,1.0
Gemini-3.1-Flash-Lite,45,0.2662037037037037,0.24722222222222223,0.18055555555555555,0.12566137566137567
Gemini-3.1-Flash-Lite,46,0.7685185185185185,1.0,0.19047619047619047,1.0
Gemini-3.1-Flash-Lite,47,0.9166666666666666,0.8333333333333334,0.2744708994708995,0.8333333333333334
Gemini-3.1-Flash-Lite,48,1.0,0.8888888888888888,0.4520502645502645,0.8888888888888888
Gemini-3.1-Flash-Lite,49,1.0,1.0,0.13029100529100526,1.0
Gemini-3.1-Flash-Lite,50,1.0,1.0,0.29788359788359786,0.7083333333333334
Gemini-3.1-Flash-Lite,51,0.6666666666666666,0.5833333333333334,0.2888888888888889,0.5833333333333334
Gemini-3.1-Flash-Lite,52,0.8888888888888888,0.5416666666666666,0.121031746031746,0.38518518518518513
Gemini-3.1-Flash-Lite,53,0.9166666666666666,0.8333333333333334,0.17030423280423276,1.0
Gemini-3.1-Flash-Lite,54,1.0,1.0,0.3055555555555555,1.0
Gemini-3.1-Flash-Lite,55,1.0,0.5555555555555556,0.20621693121693122,0.8518518518518517
Gemini-3.1-Flash-Lite,56,0.47222222222222215,1.0,0.14880952380952378,0.6388888888888888
Gemini-3.1-Flash-Lite,57,1.0,1.0,0.2744708994708995,0.8518518518518517
Gemini-3.1-Flash-Lite,58,1.0,1.0,0.20899470899470898,1.0
Gemini-3.1-Flash-Lite,59,1.0,0.8518518518518517,0.11805555555555554,1.0
Gemini-3.1-Flash-Lite,60,1.0,0.8333333333333334,0.15760582010582008,0.875
Gemini-3.1-Flash-Lite,61,0.16038359788359788,0.1339285714285714,0.27678571428571425,1.0
Gemini-3.1-Flash-Lite,62,0.8333333333333334,1.0,0.1444444444444444,0.8333333333333334
Gemini-3.1-Flash-Lite,63,0.9166666666666666,0.8518518518518517,0.1537037037037037,0.9166666666666666
Gemini-3.1-Flash-Lite,64,0.9166666666666666,0.375,0.42751322751322757,1.0
Gemini-3.1-Flash-Lite,65,1.0,0.8518518518518517,0.16058201058201055,0.875
Gemini-3.1-Flash-Lite,66,0.7685185185185185,1.0,0.41964285714285715,0.7685185185185185
Gemini-3.1-Flash-Lite,67,0.19047619047619047,0.125,0.1451058201058201,0.12797619047619047
Gemini-3.1-Flash-Lite,68,0.13095238095238093,0.8518518518518517,0.1326058201058201,0.12797619047619047
Gemini-3.1-Flash-Lite,69,0.8333333333333334,1.0,0.12268518518518519,0.7685185185185185
Gemini-3.1-Flash-Lite,70,1.0,1.0,0.12929894179894177,1.0
Gemini-3.1-Flash-Lite,71,1.0,1.0,0.13756613756613753,1.0
Gemini-3.1-Flash-Lite,72,1.0,0.8333333333333334,0.11805555555555554,1.0
Gemini-3.1-Flash-Lite,73,1.0,0.12797619047619047,0.13789682539682538,1.0
Gemini-3.1-Flash-Lite,74,0.75,0.125,0.25925925925925924,1.0
Gemini-3.1-Flash-Lite,75,1.0,1.0,0.34722222222222227,1.0
Gemini-3.1-Flash-Lite,76,0.5740740740740741,0.4222222222222222,0.15046296296296294,0.875
Gemini-3.1-Flash-Lite,77,0.4351851851851852,0.45,0.12797619047619044,0.5138888888888888
Gemini-3.1-Flash-Lite,78,1.0,0.8333333333333334,0.1263227513227513,1.0
Gemini-3.1-Flash-Lite,79,0.7222222222222222,0.5555555555555555,0.7037037037037037,0.4351851851851852
Gemini-3.1-Flash-Lite,80,1.0,1.0,0.19537037037037033,0.7037037037037037
Gemini-3.1-Flash-Lite,81,1.0,0.8518518518518517,0.28769841269841273,1.0
Gemini-3.1-Flash-Lite,82,1.0,0.9166666666666666,0.12566137566137567,1.0
Gemini-3.1-Flash-Lite,83,1.0,1.0,0.1428571428571428,1.0
Gemini-3.1-Flash-Lite,84,0.38055555555555554,0.9166666666666666,0.3194444444444444,1.0
Gemini-3.1-Flash-Lite,85,1.0,1.0,0.12037037037037036,1.0
Gemini-3.1-Flash-Lite,86,0.9166666666666666,1.0,0.12268518518518519,1.0
Gemini-3.1-Flash-Lite,87,1.0,0.4361111111111111,0.40740740740740744,0.3527777777777778
Gemini-3.1-Flash-Lite,88,0.7268518518518517,0.325,0.12797619047619044,0.6574074074074074
Gemini-3.1-Flash-Lite,89,0.1851190476190476,0.13095238095238093,0.12566137566137567,0.17288359788359786
Gemini-3.1-Flash-Lite,90,0.638888888888889,0.8333333333333334,0.46990740740740744,1.0
Gemini-3.1-Flash-Lite,91,0.13690476190476186,0.1349206349206349,0.11574074074074074,1.0
Gemini-3.1-Flash-Lite,92,1.0,0.8333333333333334,0.3087962962962963,0.9166666666666666
Gemini-3.1-Flash-Lite,93,0.9166666666666666,0.8333333333333334,0.12334656084656083,0.9166666666666666
Gemini-3.1-Flash-Lite,94,1.0,1.0,0.1888227513227513,1.0
Gemini-3.1-Flash-Lite,95,0.324074074074074,0.8333333333333334,0.2962962962962963,0.7685185185185185
Gemini-3.1-Flash-Lite,96,0.1597222222222222,1.0,0.2981481481481481,1.0
Gemini-3.1-Flash-Lite,97,0.8333333333333334,0.7685185185185185,0.5648148148148148,0.5277777777777778
Gemini-3.1-Flash-Lite,98,0.6851851851851851,0.6666666666666666,0.1309523809523809,0.611111111111111
Gemini-3.1-Flash-Lite,99,0.4150132275132275,0.1458333333333333,0.2138888888888889,0.14153439153439148
Gemini-3.1-Flash-Lite,100,1.0,1.0,0.5608465608465608,1.0
Gemini-3.1-Flash-Lite,101,0.35185185185185186,0.13095238095238093,0.12334656084656083,0.4668650793650793
Gemini-3.1-Flash-Lite,102,1.0,1.0,0.1451058201058201,1.0
Gemini-3.1-Flash-Lite,103,1.0,1.0,0.15939153439153433,1.0
Gemini-3.1-Flash-Lite,104,0.75,0.14186507936507933,0.1316137566137566,0.6574074074074074
Gemini-3.1-Flash-Lite,105,1.0,0.75,0.30621693121693117,0.9166666666666666
Gemini-3.1-Flash-Lite,106,1.0,0.9166666666666666,0.38518518518518513,1.0
Gemini-3.1-Flash-Lite,107,1.0,0.8333333333333334,0.14252645502645497,1.0
Gemini-3.1-Flash-Lite,108,0.1875,1.0,0.1326058201058201,0.12797619047619047
Gemini-3.1-Flash-Lite,109,0.1326058201058201,0.13888888888888887,0.16435185185185186,1.0
Gemini-3.1-Flash-Lite,110,0.5833333333333334,0.9166666666666666,0.3611111111111111,0.9166666666666666
Gemini-3.1-Flash-Lite,111,1.0,1.0,0.1772486772486772,0.9166666666666666
Gemini-3.1-Flash-Lite,112,1.0,1.0,0.1881613756613756,1.0
Gemini-3.1-Flash-Lite,113,0.1686507936507936,0.12797619047619047,0.13029100529100526,0.12566137566137567
Gemini-3.1-Flash-Lite,114,0.125,0.8518518518518517,0.11805555555555554,0.16388888888888886
Gemini-3.1-Flash-Lite,115,1.0,1.0,0.25925925925925924,1.0
Gemini-3.1-Flash-Lite,116,0.3055555555555555,0.125,0.20138888888888887,0.2222222222222222
Llama-3.3-70B,1,1.0,1.0,0.3958333333333333,1.0
Llama-3.3-70B,2,1.0,0.875,0.2347222222222222,1.0
Llama-3.3-70B,3,0.6305555555555555,0.14642857142857138,0.16527777777777777,0.36527777777777776
Llama-3.3-70B,4,1.0,1.0,0.18908730158730155,0.7916666666666666
Llama-3.3-70B,5,0.14345238095238091,0.1474206349206349,0.18214285714285713,0.2518518518518518
Llama-3.3-70B,6,0.9166666666666666,0.8571428571428571,0.17162698412698407,1.0
Llama-3.3-70B,7,0.6851851851851851,1.0,0.32936507936507936,0.4444444444444444
Llama-3.3-70B,8,1.0,0.8518518518518517,0.17519841269841266,0.49166666666666664
Llama-3.3-70B,9,0.18650793650793648,0.14781746031746026,0.20039682539682535,0.15039682539682536
Llama-3.3-70B,10,0.8518518518518517,0.8518518518518517,0.30158730158730157,1.0
Llama-3.3-70B,11,0.22685185185185183,0.17288359788359786,0.3432539682539682,0.18611111111111112
Llama-3.3-70B,12,0.7060185185185185,1.0,0.24603174603174602,0.6666666666666666
Llama-3.3-70B,13,0.9166666666666666,0.9166666666666666,0.18353174603174602,0.6666666666666666
Llama-3.3-70B,14,0.8518518518518517,0.14880952380952375,0.37797619047619047,0.8518518518518517
Llama-3.3-70B,15,0.1597222222222222,0.14781746031746026,0.33749999999999997,0.3819444444444444
Llama-3.3-70B,16,0.15337301587301583,0.16130952380952376,0.3682539682539682,0.5793650793650793
Llama-3.3-70B,17,0.2986111111111111,0.8055555555555555,0.46388888888888885,0.8888888888888888
Llama-3.3-70B,18,0.25297619047619047,0.33095238095238094,0.25066137566137564,0.19464285714285712
Llama-3.3-70B,19,0.1964285714285714,0.14642857142857138,0.31011904761904757,0.1851190476190476
Llama-3.3-70B,20,1.0,0.7916666666666666,0.2043650793650793,1.0
Llama-3.3-70B,21,0.708994708994709,0.8541666666666666,0.2347222222222222,1.0
Llama-3.3-70B,22,0.7685185185185185,0.7037037037037037,0.3958333333333333,1.0
Llama-3.3-70B,23,0.13095238095238093,0.16130952380952376,0.2738095238095238,1.0
Llama-3.3-70B,24,0.3626984126984127,0.37777777777777777,0.24166666666666667,0.33749999999999997
Llama-3.3-70B,25,0.7238095238095238,0.39444444444444443,0.1708333333333333,0.6435185185185185
Llama-3.3-70B,26,0.8333333333333334,1.0,0.2847222222222222,0.8888888888888888
Llama-3.3-70B,27,0.14345238095238091,0.15178571428571427,0.31527777777777777,0.8518518518518517
Llama-3.3-70B,28,0.6097222222222222,0.8518518518518517,0.30416666666666664,0.5
Llama-3.3-70B,29,0.39444444444444443,0.7208333333333333,0.3349206349206349,0.6944444444444445
Llama-3.3-70B,30,0.8571428571428571,0.6296296296296297,0.31011904761904757,0.9166666666666666
Llama-3.3-70B,31,0.75,0.8518518518518517,0.23630952380952377,0.75
Llama-3.3-70B,32,0.17916666666666667,0.1448412698412698,0.2347222222222222,0.7152777777777778
Llama-3.3-70B,33,1.0,0.7708333333333334,0.2333333333333333,1.0
Llama-3.3-70B,34,0.1448412698412698,0.26316137566137565,0.1587301587301587,0.14642857142857138
Llama-3.3-70B,35,0.7708333333333334,0.8888888888888888,0.2238095238095238,0.7708333333333334
Llama-3.3-70B,36,0.2020502645502645,0.15476190476190474,0.20833333333333334,0.16269841269841268
Llama-3.3-70B,37,0.8518518518518517,0.5740740740740741,0.17817460317460312,0.8541666666666666
Llama-3.3-70B,38,0.1536375661375661,0.13458994708994707,0.19305555555555554,0.16567460317460314
Llama-3.3-70B,39,0.3652777777777778,0.16567460317460314,0.28928571428571426,0.20436507936507933
Llama-3.3-70B,40,0.7685185185185185,1.0,0.7430555555555555,1.0
Llama-3.3-70B,41,0.7222222222222222,0.7916666666666666,0.5111111111111111,0.40972222222222215
Llama-3.3-70B,42,0.8055555555555555,0.6574074074074074,0.41825396825396827,0.4083333333333334
Llama-3.3-70B,43,0.7291666666666666,0.26111111111111107,0.4515873015873016,0.4277777777777778
Llama-3.3-70B,44,0.8518518518518517,0.1599206349206349,0.19345238095238093,1.0
Llama-3.3-70B,45,0.1573412698412698,0.18908730158730155,0.20436507936507933,0.21686507936507934
Llama-3.3-70B,46,0.7685185185185185,1.0,0.29761904761904756,0.8571428571428571
Llama-3.3-70B,47,0.9166666666666666,0.179563492063492,0.26845238095238094,0.22777777777777775
Llama-3.3-70B,48,1.0,0.6666666666666666,0.4057539682539682,0.6444444444444445
Llama-3.3-70B,49,1.0,0.8333333333333334,0.20039682539682535,0.8541666666666666
Llama-3.3-70B,50,0.9166666666666666,0.8518518518518517,0.22083333333333333,0.48333333333333334
Llama-3.3-70B,51,0.43650793650793646,0.22678571428571426,0.26845238095238094,0.6944444444444443
Llama-3.3-70B,52,0.39444444444444443,0.35185185185185186,0.3541666666666667,0.16686507936507933
Llama-3.3-70B,53,0.6722222222222222,0.7129629629629629,0.13789682539682538,0.9166666666666666
Llama-3.3-70B,54,0.7222222222222222,1.0,0.2311507936507936,0.8333333333333334
Llama-3.3-70B,55,0.44206349206349205,0.6351851851851852,0.16428571428571423,0.5863095238095238
Llama-3.3-70B,56,0.3448412698412698,1.0,0.4305555555555555,0.35714285714285715
Llama-3.3-70B,57,0.2347222222222222,0.29067460317460314,0.42658730158730157,0.5333333333333333
Llama-3.3-70B,58,0.8518518518518517,0.7685185185185185,0.4361111111111111,1.0
Llama-3.3-70B,59,1.0,0.8541666666666666,0.23769841269841266,0.7685185185185185
Llama-3.3-70B,60,1.0,0.6626984126984127,0.16567460317460314,0.5194444444444445
Llama-3.3-70B,61,0.16170634920634916,0.3323412698412698,0.23214285714285712,1.0
Llama-3.3-70B,62,0.8333333333333334,0.7037037037037037,0.31309523809523804,0.8333333333333334
Llama-3.3-70B,63,0.5555555555555555,1.0,0.21388888888888888,0.9166666666666666
Llama-3.3-70B,64,1.0,0.14087301587301584,0.4083333333333334,0.5601851851851852
Llama-3.3-70B,65,1.0,1.0,0.2902777777777778,0.8571428571428571
Llama-3.3-70B,66,0.6904761904761904,0.8541666666666666,0.2916666666666667,0.7222222222222222
Llama-3.3-70B,67,0.30456349206349204,0.24166666666666667,0.27499999999999997,0.20337301587301582
Llama-3.3-70B,68,0.18353174603174602,1.0,0.3005952380952381,0.16964285714285712
Llama-3.3-70B,69,0.5694444444444444,0.75,0.37400793650793646,1.0
Llama-3.3-70B,70,1.0,1.0,0.14781746031746026,1.0
Llama-3.3-70B,71,0.8541666666666666,0.8518518518518517,0.2333333333333333,0.8666666666666667
Llama-3.3-70B,72,1.0,0.6851851851851851,0.24861111111111112,1.0
Llama-3.3-70B,73,0.8611111111111112,0.16567460317460314,0.1696428571428571,1.0
Llama-3.3-70B,74,0.40277777777777773,0.19444444444444442,0.3666666666666667,0.5819444444444445
Llama-3.3-70B,75,0.7037037037037037,1.0,0.4375,1.0
Llama-3.3-70B,76,0.44305555555555554,0.3097222222222222,0.2125,0.75
